,Loyalty Number,Salary,CLV,Salary_Was_Imputed,Male_Enc,Marital_Enc,Education_Enc,Card_Enc,Promo_Enroll,Tenure_At_Cutoff,Churn,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Active_Months,Max_Flights_Month,Total_Months,Avg_Flights_Month,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4
168,101945,86098.0,4202.66,0,1,1,2,0,0,49,0,19,34441,34441.0,0,7,5,12,1.5833333333333333,0.5833333333333334,0.0,1812.6842105263158,1.0,4,8,1,6
169,713636,48109.0,4212.8,0,1,1,4,0,0,40,0,21,29064,29064.0,0,8,4,12,1.75,0.6666666666666666,0.0,1384.0,0.0,4,3,5,9
170,302509,74238.0,4213.92,0,1,1,4,0,0,9,0,11,19282,19282.0,0,4,4,12,0.9166666666666666,0.3333333333333333,0.0,1752.909090909091,0.0,0,0,3,8
171,789421,73510.0,4217.86,1,0,0,1,0,0,13,0,15,20138,20138.0,0,7,4,12,1.25,0.5833333333333334,0.0,1342.5333333333333,0.0,1,3,5,6
172,914255,73510.0,4217.86,1,1,0,1,0,0,25,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
173,404426,99696.0,4223.27,0,0,1,4,0,0,39,0,10,18661,18661.0,502,4,3,12,0.8333333333333334,0.3333333333333333,0.02690102352499866,1866.1,0.0,1,3,0,6
174,260106,88876.0,4228.25,0,0,0,2,0,0,54,1,6,10579,10579.0,0,2,5,12,0.5,0.16666666666666666,0.0,1763.1666666666667,9.0,6,0,0,0
175,438023,73510.0,4228.73,1,1,1,1,0,0,59,0,11,16378,16378.0,0,4,4,12,0.9166666666666666,0.3333333333333333,0.0,1488.909090909091,1.0,6,4,0,1
177,645742,76056.0,4235.18,0,1,1,2,0,0,40,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
178,872932,72685.0,4236.3,0,1,1,0,0,0,33,0,16,23207,23207.0,448,7,4,12,1.3333333333333333,0.5833333333333334,0.019304520187874347,1450.4375,1.0,4,2,5,5
179,407945,75108.0,4236.47,0,0,1,2,0,0,60,0,24,47018,47018.0,536,10,6,12,2.0,0.8333333333333334,0.01139988940405802,1959.0833333333333,0.0,3,7,8,6
180,211714,103572.0,4236.84,0,0,1,4,0,0,30,0,27,36945,36945.0,1352,10,5,12,2.25,0.8333333333333334,0.03659493842197862,1368.3333333333333,0.0,7,6,8,6
181,410982,132353.0,4237.37,0,1,1,3,0,0,10,0,23,32411,32411.0,807,7,5,12,1.9166666666666667,0.5833333333333334,0.024898954058807196,1409.1739130434783,0.0,5,3,9,6
182,905213,132353.0,4237.37,0,0,1,3,0,0,26,0,15,23296,23296.0,1234,4,6,12,1.25,0.3333333333333333,0.05297046703296703,1553.0666666666666,0.0,4,0,6,5
183,147898,59849.0,4241.64,0,0,2,0,0,0,64,0,20,31656,31656.0,1443,7,5,12,1.6666666666666667,0.5833333333333334,0.045583775587566336,1582.8,3.0,9,1,10,0
184,530105,73510.0,4242.69,1,1,0,1,0,0,1,1,1,976,976.0,0,1,1,12,0.08333333333333333,0.08333333333333333,0.0,976.0,0.0,0,0,0,1
185,610946,56947.0,4244.47,0,0,1,2,0,0,12,0,20,25101,25101.0,1419,9,4,12,1.6666666666666667,0.75,0.056531612286363095,1255.05,0.0,5,6,3,6
186,383108,64497.0,4247.68,0,0,1,2,0,0,66,0,15,16553,16553.0,0,5,5,12,1.25,0.4166666666666667,0.0,1103.5333333333333,1.0,2,0,10,3
187,836343,64497.0,4247.68,0,0,1,2,0,0,8,0,22,26136,26136.0,559,5,6,12,1.8333333333333333,0.4166666666666667,0.021388123660850935,1188.0,0.0,0,5,10,7
188,585357,73510.0,4250.28,1,1,0,1,0,0,14,0,25,36315,36315.0,350,11,4,12,2.0833333333333335,0.9166666666666666,0.009637890678782872,1452.6,0.0,6,6,4,9
189,784804,73510.0,4250.28,1,0,0,1,0,0,28,0,7,10894,10894.0,0,4,3,12,0.5833333333333334,0.3333333333333333,0.0,1556.2857142857142,0.0,0,3,2,2
190,719633,52109.0,4250.78,0,1,2,2,0,0,12,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
191,715764,73510.0,4253.28,1,1,0,1,0,0,16,0,15,24871,24871.0,1446,6,4,12,1.25,0.5,0.05814000241244823,1658.0666666666666,0.0,2,5,3,5
192,753473,70996.0,4254.62,0,0,0,4,0,0,53,0,24,30753,30753.0,0,8,6,12,2.0,0.6666666666666666,0.0,1281.375,0.0,8,1,11,4
193,980856,70996.0,4254.62,0,1,0,4,0,0,34,0,24,46509,46509.0,0,8,6,12,2.0,0.6666666666666666,0.0,1937.875,0.0,3,8,8,5
194,271660,73510.0,4270.03,1,1,1,1,0,0,32,0,11,15280,15280.0,0,6,3,12,0.9166666666666666,0.5,0.0,1389.090909090909,3.0,3,6,2,0
196,264936,73510.0,4272.81,1,0,0,1,0,0,52,0,21,26221,26221.0,0,7,5,12,1.75,0.5833333333333334,0.0,1248.6190476190477,0.0,0,9,5,7
197,436498,73510.0,4272.81,1,1,0,1,0,0,49,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
198,976513,92067.0,4273.59,0,0,1,2,0,0,40,0,22,29253,29253.0,692,8,6,12,1.8333333333333333,0.6666666666666666,0.023655693433152155,1329.6818181818182,0.0,7,5,6,4
199,828776,60899.0,4274.62,0,1,1,2,0,0,7,0,13,17278,17278.0,0,4,4,12,1.0833333333333333,0.3333333333333333,0.0,1329.076923076923,0.0,0,3,4,6
200,240362,58756.0,4276.36,0,1,1,2,0,0,38,0,12,21824,21824.0,0,6,4,12,1.0,0.5,0.0,1818.6666666666667,0.0,2,0,5,5
201,137845,88445.0,4277.27,0,0,1,2,0,0,54,0,26,44013,44013.0,0,11,5,12,2.1666666666666665,0.9166666666666666,0.0,1692.8076923076924,0.0,8,3,5,10
202,430569,87462.0,4277.56,0,1,1,2,0,0,14,0,25,37499,37499.0,1026,8,5,12,2.0833333333333335,0.6666666666666666,0.027360729619456518,1499.96,0.0,4,8,5,8
204,625870,61809.0,4282.95,0,0,1,2,0,0,52,0,20,32197,32197.0,0,8,5,12,1.6666666666666667,0.6666666666666666,0.0,1609.85,0.0,3,7,6,4
205,660554,61809.0,4282.95,0,0,1,2,0,0,2,0,6,10301,10301.0,723,2,5,12,0.5,0.16666666666666666,0.0701873604504417,1716.8333333333333,0.0,0,0,0,6
206,917630,61809.0,4282.95,0,0,1,2,0,0,12,0,17,28334,28334.0,0,5,5,12,1.4166666666666667,0.4166666666666667,0.0,1666.7058823529412,0.0,5,4,0,8
208,717660,73510.0,4293.01,1,1,0,1,0,0,33,0,9,12665,12665.0,0,5,3,12,0.75,0.4166666666666667,0.0,1407.2222222222222,4.0,2,2,5,0
209,450621,77083.0,4296.6,0,0,1,2,0,0,33,0,11,13865,13865.0,407,6,4,12,0.9166666666666666,0.5,0.029354489722322394,1260.4545454545455,3.0,4,2,5,0
210,939562,95467.0,4297.02,0,0,1,2,0,0,12,0,26,33523,33523.0,400,8,6,12,2.1666666666666665,0.6666666666666666,0.011932106315067267,1289.3461538461538,1.0,10,8,1,7
211,135250,88089.0,4298.66,0,1,1,2,0,0,52,0,18,25739,25739.0,364,6,5,12,1.5,0.5,0.014141963557247757,1429.9444444444443,0.0,4,1,9,4
212,714555,64387.0,4299.84,0,1,2,2,0,0,52,0,26,40243,40243.0,638,10,6,12,2.1666666666666665,0.8333333333333334,0.015853688840295206,1547.8076923076924,0.0,7,9,5,5
213,947868,96733.0,4300.9,0,1,1,2,0,0,67,0,24,44709,44709.0,441,7,5,12,2.0,0.5833333333333334,0.00986378581493659,1862.875,1.0,6,7,5,6
215,228580,54643.0,4305.79,0,1,0,2,0,0,67,0,15,17355,17355.0,1806,7,4,12,1.25,0.5833333333333334,0.10406222990492653,1157.0,0.0,1,3,4,7
216,557500,49606.0,4305.81,0,0,1,2,0,0,25,0,21,26593,26593.0,328,7,5,12,1.75,0.5833333333333334,0.012334072876320837,1266.3333333333333,0.0,1,2,9,9
217,238233,85577.0,4307.42,0,1,1,2,0,0,8,0,14,17926,17926.0,0,6,3,12,1.1666666666666667,0.5,0.0,1280.4285714285713,0.0,0,5,7,2
218,979309,63654.0,4312.77,0,1,0,2,0,0,57,0,25,42859,42859.0,339,7,7,12,2.0833333333333335,0.5833333333333334,0.007909657248185912,1714.36,3.0,5,11,9,0
219,833569,73510.0,4314.07,1,0,0,1,0,0,3,0,5,5194,5194.0,0,2,4,12,0.4166666666666667,0.16666666666666666,0.0,1038.8,1.0,0,0,0,5
220,120046,56411.0,4314.17,0,0,1,2,0,0,5,0,6,7816,7816.0,0,2,4,12,0.5,0.16666666666666666,0.0,1302.6666666666667,0.0,0,0,0,6
222,717700,62093.0,4315.79,0,0,1,2,0,0,27,0,24,31173,31173.0,0,8,6,12,2.0,0.6666666666666666,0.0,1298.875,1.0,5,9,6,4
223,245465,69818.0,4319.15,0,1,1,4,0,0,28,0,21,26269,26269.0,987,8,6,12,1.75,0.6666666666666666,0.03757280444630553,1250.904761904762,2.0,5,7,7,2
225,709920,82427.0,4327.1,0,0,1,2,0,0,59,0,20,21744,21744.0,506,8,6,12,1.6666666666666667,0.6666666666666666,0.023270787343635024,1087.2,1.0,5,3,8,4
226,156031,84981.0,4328.37,0,0,1,2,0,0,36,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
227,143784,76159.0,4330.39,0,0,1,2,0,0,59,0,26,38649,38649.0,1172,9,6,12,2.1666666666666665,0.75,0.030324199849931434,1486.5,1.0,4,7,10,5
228,602176,76159.0,4330.39,0,0,1,2,0,0,16,1,14,25890,25890.0,536,6,4,12,1.1666666666666667,0.5,0.020702974121282348,1849.2857142857142,1.0,2,1,6,5
229,870998,76159.0,4330.39,0,1,1,2,0,0,20,0,24,36592,36592.0,553,9,4,12,2.0,0.75,0.015112592916484478,1524.6666666666667,0.0,5,4,6,9
230,958224,76159.0,4330.39,0,0,1,2,0,0,24,0,25,39485,39485.0,434,8,5,12,2.0833333333333335,0.6666666666666666,0.010991515765480563,1579.4,0.0,2,7,9,7
231,837628,60928.0,4330.77,0,1,1,2,0,0,38,0,15,20787,20787.0,644,5,5,12,1.25,0.4166666666666667,0.03098090152499158,1385.8,0.0,0,2,6,7
232,395460,73510.0,4330.8,1,1,0,1,0,0,48,0,26,44598,44598.0,1075,9,5,12,2.1666666666666665,0.75,0.024104219920175793,1715.3076923076924,0.0,6,3,11,6
233,136547,92131.0,4331.46,0,0,1,2,0,0,63,0,12,11153,11153.0,0,4,5,12,1.0,0.3333333333333333,0.0,929.4166666666666,4.0,2,8,2,0
235,166712,114551.0,4334.06,0,1,0,3,0,0,40,0,22,31140,31140.0,0,8,4,12,1.8333333333333333,0.6666666666666666,0.0,1415.4545454545455,0.0,7,10,0,5
236,217695,114551.0,4334.06,0,1,0,3,0,0,51,0,24,40975,40975.0,443,7,6,12,2.0,0.5833333333333334,0.010811470408785846,1707.2916666666667,0.0,3,6,6,9
237,263707,114551.0,4334.06,0,0,0,3,0,0,43,0,3,3858,3858.0,484,3,1,12,0.25,0.25,0.12545360290305857,1286.0,0.0,0,1,1,1
238,638368,114551.0,4334.06,0,1,0,3,0,0,49,0,18,25102,25102.0,0,7,6,12,1.5,0.5833333333333334,0.0,1394.5555555555557,0.0,0,9,4,5
239,695529,114551.0,4334.06,0,1,0,3,0,0,60,0,21,25002,25002.0,697,8,6,12,1.75,0.6666666666666666,0.027877769778417726,1190.5714285714287,1.0,6,3,11,1
241,915571,114551.0,4334.06,0,1,0,3,0,0,29,0,3,5803,5803.0,0,2,2,12,0.25,0.16666666666666666,0.0,1934.3333333333333,5.0,0,2,1,0
242,642109,94908.0,4335.35,0,1,1,2,0,0,46,0,22,28473,28473.0,492,8,5,12,1.8333333333333333,0.6666666666666666,0.01727952797386998,1294.2272727272727,2.0,5,8,7,2
243,833701,73510.0,4340.86,1,1,0,1,0,0,46,0,28,41081,41081.0,1076,10,6,12,2.3333333333333335,0.8333333333333334,0.026192156958204524,1467.1785714285713,0.0,4,10,8,6
244,275442,87262.0,4349.31,0,1,1,2,0,0,23,0,18,27927,27927.0,0,7,4,12,1.5,0.5833333333333334,0.0,1551.5,0.0,6,0,8,4
245,374345,87262.0,4349.31,0,0,1,2,0,0,26,0,28,44930,44930.0,1361,9,5,12,2.3333333333333335,0.75,0.03029156465613176,1604.642857142857,1.0,2,10,10,6
246,384825,87262.0,4349.31,0,0,1,2,0,0,64,0,24,39251,39251.0,459,10,4,12,2.0,0.8333333333333334,0.011693969580392856,1635.4583333333333,0.0,5,5,6,8
248,564650,87262.0,4349.31,0,1,1,2,0,0,52,0,23,36646,36646.0,1382,8,6,12,1.9166666666666667,0.6666666666666666,0.037712165038476235,1593.304347826087,0.0,5,9,4,5
249,277649,94838.0,4358.76,0,1,2,2,0,0,64,0,21,22477,22477.0,1294,9,6,12,1.75,0.75,0.0575699604039685,1070.3333333333333,0.0,5,3,8,5
250,176885,90142.0,4361.37,0,1,1,2,0,0,24,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
251,732013,90142.0,4361.37,0,0,1,2,0,0,27,0,27,43326,43326.0,872,11,4,12,2.25,0.9166666666666666,0.020126482943267323,1604.6666666666667,0.0,4,10,5,8
252,793318,73510.0,4362.77,1,1,0,1,0,0,22,0,27,46249,46249.0,1204,8,5,12,2.25,0.6666666666666666,0.026032995308006658,1712.9259259259259,2.0,12,6,5,4
253,830024,73510.0,4362.77,1,0,0,1,0,0,32,0,15,23294,23294.0,0,6,4,12,1.25,0.5,0.0,1552.9333333333334,0.0,1,3,4,7
257,966117,71797.0,4363.12,0,1,2,2,0,0,63,0,8,9347,9347.0,387,4,3,12,0.6666666666666666,0.3333333333333333,0.041403658927998285,1168.375,4.0,5,1,2,0
258,258358,73510.0,4363.2,1,0,0,1,0,0,17,1,8,17559,17559.0,0,2,5,12,0.6666666666666666,0.16666666666666666,0.0,2194.875,9.0,8,0,0,0
259,265836,64692.0,4364.31,0,0,0,2,0,0,54,0,13,21223,21223.0,787,6,3,12,1.0833333333333333,0.5,0.037082410592281956,1632.5384615384614,0.0,2,5,3,3
260,474174,218703.0,4365.26,0,0,1,4,0,0,25,1,28,32576,32576.0,825,10,5,12,2.3333333333333335,0.8333333333333334,0.025325392927308447,1163.4285714285713,0.0,5,10,10,3
261,474172,50951.0,4369.04,0,0,0,2,0,0,31,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
262,202299,245427.0,4373.36,0,0,1,4,0,0,9,0,18,24171,24171.0,0,7,6,12,1.5,0.5833333333333334,0.0,1342.8333333333333,0.0,0,11,3,4
263,497467,245427.0,4373.36,0,0,1,4,0,0,33,0,25,40483,40483.0,0,9,5,12,2.0833333333333335,0.75,0.0,1619.32,0.0,2,5,11,7
264,971902,73510.0,4376.08,1,1,1,1,0,0,47,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
266,474757,78573.0,4376.36,0,1,2,2,0,0,44,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
267,635225,78573.0,4376.36,0,0,2,2,0,0,33,0,23,34962,34962.0,0,8,4,12,1.9166666666666667,0.6666666666666666,0.0,1520.0869565217392,0.0,8,7,2,6
268,980198,78573.0,4376.36,0,0,2,2,0,0,10,0,13,25147,25147.0,424,4,6,12,1.0833333333333333,0.3333333333333333,0.01686085815405416,1934.3846153846155,0.0,0,9,3,1
270,861924,73510.0,4377.53,1,1,0,1,0,0,51,0,22,35768,35768.0,1023,8,5,12,1.8333333333333333,0.6666666666666666,0.028600984119883696,1625.8181818181818,1.0,5,4,10,3
272,769731,61040.0,4381.88,0,0,1,0,0,0,21,0,17,21381,21381.0,744,5,5,12,1.4166666666666667,0.4166666666666667,0.03479724989476638,1257.7058823529412,0.0,0,2,5,10
275,236300,55522.0,4384.35,0,0,1,2,0,0,28,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
277,639701,72027.0,4386.28,0,0,0,3,0,0,68,0,25,34789,34789.0,1108,8,4,12,2.0833333333333335,0.6666666666666666,0.031849147719106616,1391.56,0.0,7,11,3,4
278,998090,51427.0,4389.28,0,1,1,2,0,0,17,0,15,25677,25677.0,710,8,3,12,1.25,0.6666666666666666,0.02765120535888149,1711.8,0.0,6,4,3,2
279,283747,73510.0,4389.95,1,1,2,1,0,0,20,0,16,32015,32015.0,495,7,5,12,1.3333333333333333,0.5833333333333334,0.015461502420740278,2000.9375,5.0,9,4,3,0
281,816593,73510.0,4398.05,1,1,0,1,0,0,25,0,21,30828,30828.0,1112,8,5,12,1.75,0.6666666666666666,0.0360711041909952,1468.0,0.0,3,8,2,8
282,440939,68812.0,4419.12,0,0,1,0,0,0,15,0,16,25034,25034.0,0,6,6,12,1.3333333333333333,0.5,0.0,1564.625,3.0,3,5,8,0
283,531201,73510.0,4419.54,1,0,1,1,0,0,64,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
284,585629,73510.0,4423.69,1,1,0,1,0,0,21,0,27,46998,46998.0,408,9,6,12,2.25,0.75,0.008681220477467127,1740.6666666666667,0.0,10,11,1,5
285,347932,78444.0,4425.75,0,1,1,2,0,0,63,0,26,48284,48284.0,1121,9,5,12,2.1666666666666665,0.75,0.023216800596470882,1857.076923076923,0.0,6,9,5,6
286,417886,91100.0,4425.91,0,0,1,2,0,0,34,0,28,36406,36406.0,1428,9,5,12,2.3333333333333335,0.75,0.039224303686205574,1300.2142857142858,0.0,7,1,9,11
288,203550,53610.0,4426.1,0,1,1,2,0,0,49,0,14,20813,20813.0,0,6,5,12,1.1666666666666667,0.5,0.0,1486.642857142857,1.0,1,5,6,2
289,181825,74770.0,4428.03,0,0,1,2,0,0,32,0,22,38043,38043.0,476,8,5,12,1.8333333333333333,0.6666666666666666,0.012512157295691717,1729.2272727272727,0.0,3,0,9,10
290,261582,74770.0,4428.03,0,1,1,2,0,0,65,0,37,60043,60043.0,1231,12,5,12,3.0833333333333335,1.0,0.020501973585596987,1622.7837837837837,0.0,6,9,14,8
291,679859,74770.0,4428.03,0,0,1,2,0,0,39,0,7,11780,11780.0,0,4,3,12,0.5833333333333334,0.3333333333333333,0.0,1682.857142857143,1.0,4,1,0,2
292,122958,49512.0,4430.57,0,1,1,2,0,0,18,0,37,53290,53290.0,1168,12,5,12,3.0833333333333335,1.0,0.021917808219178082,1440.2702702702702,0.0,8,11,8,10
293,274698,57188.0,4434.41,0,1,1,2,0,0,51,1,24,38881,38881.0,0,7,5,12,2.0,0.5833333333333334,0.0,1620.0416666666667,2.0,8,8,5,3
294,652291,96749.0,4439.9,0,0,2,2,0,0,50,0,23,33738,33738.0,834,8,5,12,1.9166666666666667,0.6666666666666666,0.024719900409034323,1466.8695652173913,2.0,5,4,10,4
295,603775,73510.0,4443.63,1,1,1,1,0,0,45,0,23,27453,27453.0,0,8,5,12,1.9166666666666667,0.6666666666666666,0.0,1193.608695652174,0.0,5,6,7,5
296,948404,86499.0,4447.42,0,0,1,4,0,0,36,0,16,21449,21449.0,1086,8,3,12,1.3333333333333333,0.6666666666666666,0.050631731083034176,1340.5625,1.0,3,5,2,6
297,605877,73510.0,4455.84,1,0,1,1,0,0,12,0,16,25301,25301.0,603,7,5,12,1.3333333333333333,0.5833333333333334,0.02383305007707205,1581.3125,0.0,4,2,8,2
298,994377,53530.0,4456.02,0,0,0,2,0,0,48,0,17,33850,33850.0,0,7,6,12,1.4166666666666667,0.5833333333333334,0.0,1991.1764705882354,0.0,4,2,6,5
299,766927,71936.0,4457.94,0,1,2,2,0,0,20,0,28,33091,33091.0,423,9,6,12,2.3333333333333335,0.75,0.012782931915022212,1181.8214285714287,0.0,3,10,12,3
300,702588,94440.0,4458.11,0,1,2,3,0,0,13,0,14,21561,21561.0,0,7,3,12,1.1666666666666667,0.5833333333333334,0.0,1540.0714285714287,0.0,5,2,2,5
301,798248,94440.0,4458.11,0,0,2,3,0,0,67,0,23,37129,37129.0,877,7,6,12,1.9166666666666667,0.5833333333333334,0.023620350669288158,1614.304347826087,0.0,1,9,3,10
302,641448,83194.0,4462.45,0,1,1,2,0,0,25,0,24,28715,28715.0,1694,7,5,12,2.0,0.5833333333333334,0.05899355737419467,1196.4583333333333,0.0,3,4,9,8
303,406047,73510.0,4463.0,1,0,0,1,0,0,9,0,15,21315,21315.0,399,7,4,12,1.25,0.5833333333333334,0.0187192118226601,1421.0,0.0,2,2,8,3
304,538902,73510.0,4463.0,1,0,0,1,0,0,2,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
306,909134,73510.0,4463.0,1,1,0,1,0,0,19,0,23,34755,34755.0,1214,8,6,12,1.9166666666666667,0.6666666666666666,0.03493022586678176,1511.0869565217392,1.0,6,3,12,2
307,294753,73510.0,4463.61,1,0,0,1,0,0,35,0,15,27473,27473.0,512,8,3,12,1.25,0.6666666666666666,0.018636479452553416,1831.5333333333333,0.0,4,7,0,4
310,520094,52881.0,4466.98,0,0,1,2,0,0,14,0,12,21431,21431.0,496,4,6,12,1.0,0.3333333333333333,0.02314404367505016,1785.9166666666667,0.0,3,0,6,3
311,754539,73510.0,4467.71,1,1,0,1,0,0,18,0,11,7403,7403.0,648,5,5,12,0.9166666666666666,0.4166666666666667,0.08753208158854518,673.0,0.0,3,1,0,7
312,189611,73510.0,4468.22,1,1,0,1,0,0,62,0,21,28601,28601.0,0,6,6,12,1.75,0.5,0.0,1361.952380952381,3.0,3,14,4,0
313,971599,73510.0,4468.51,1,1,0,1,0,0,54,0,13,15363,15363.0,535,4,5,12,1.0833333333333333,0.3333333333333333,0.03482392761830372,1181.7692307692307,0.0,1,5,5,2
314,485189,73510.0,4471.75,1,1,0,1,0,0,63,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
315,521384,71069.0,4472.33,0,0,1,2,0,0,23,0,21,26358,26358.0,0,6,5,12,1.75,0.5,0.0,1255.142857142857,0.0,0,6,8,7
316,128039,94052.0,4474.48,0,1,1,2,0,0,39,0,25,34213,34213.0,635,10,5,12,2.0833333333333335,0.8333333333333334,0.018560196416566803,1368.52,0.0,5,9,3,8
317,565133,62202.0,4477.45,0,1,2,2,0,0,56,0,16,26197,26197.0,0,8,4,12,1.3333333333333333,0.6666666666666666,0.0,1637.3125,1.0,4,0,6,6
319,138746,57020.0,4479.49,0,0,1,0,0,0,60,0,15,14683,14683.0,485,5,6,12,1.25,0.4166666666666667,0.03303139685350405,978.8666666666667,4.0,0,9,6,0
320,564707,57020.0,4479.49,0,0,1,0,0,0,50,0,17,31152,31152.0,585,4,6,12,1.4166666666666667,0.3333333333333333,0.0187788906009245,1832.4705882352941,4.0,5,1,11,0
321,174996,73510.0,4488.13,1,0,0,1,0,0,38,0,17,22649,22649.0,0,8,4,12,1.4166666666666667,0.6666666666666666,0.0,1332.2941176470588,0.0,2,4,4,7
322,798854,73510.0,4491.91,1,0,1,1,0,0,6,0,8,14019,14019.0,0,3,4,12,0.6666666666666666,0.25,0.0,1752.375,0.0,0,0,5,3
323,800075,62621.0,4492.23,0,0,0,0,0,0,22,0,26,23477,23477.0,1513,8,6,12,2.1666666666666665,0.6666666666666666,0.06444605358435916,902.9615384615385,1.0,4,11,3,8
324,410384,73510.0,4492.52,1,1,0,1,0,0,63,0,20,28578,28578.0,544,8,5,12,1.6666666666666667,0.6666666666666666,0.019035621806984395,1428.9,0.0,1,12,2,5
325,692304,73510.0,4492.52,1,0,0,1,0,0,14,0,31,47546,47546.0,1104,10,7,12,2.5833333333333335,0.8333333333333334,0.02321961889538552,1533.741935483871,0.0,11,8,8,4
326,991672,73510.0,4502.41,1,1,0,1,0,0,8,0,13,18707,18707.0,500,5,4,12,1.0833333333333333,0.4166666666666667,0.02672796279467579,1439.0,1.0,0,2,4,7
327,344180,73510.0,4502.67,1,1,0,1,0,0,5,0,4,6881,6881.0,391,3,2,12,0.3333333333333333,0.25,0.056823136172068016,1720.25,1.0,0,0,2,2
329,922388,91236.0,4505.4,0,0,1,2,0,0,12,0,15,24026,24026.0,313,6,5,12,1.25,0.5,0.013027553483725963,1601.7333333333333,1.0,2,2,7,4
330,471018,50047.0,4505.84,0,0,1,2,0,0,28,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
331,655743,60806.0,4505.85,0,0,0,0,0,0,53,0,26,39464,39464.0,490,8,5,12,2.1666666666666665,0.6666666666666666,0.012416379485100345,1517.8461538461538,2.0,8,8,6,4
332,787472,73510.0,4506.66,1,0,0,1,0,0,3,0,3,5688,5688.0,0,1,3,12,0.25,0.08333333333333333,0.0,1896.0,0.0,0,0,0,3
334,348920,95947.0,4515.18,0,1,1,2,0,0,56,0,14,22846,22846.0,413,7,3,12,1.1666666666666667,0.5833333333333334,0.018077562811870788,1631.857142857143,1.0,3,3,3,5
335,523394,95947.0,4515.18,0,1,1,2,0,0,37,0,24,33082,33082.0,721,8,6,12,2.0,0.6666666666666666,0.021794329242488364,1378.4166666666667,0.0,3,12,1,8
337,981581,71398.0,4517.91,0,0,1,0,0,0,50,0,20,23030,23030.0,0,7,5,12,1.6666666666666667,0.5833333333333334,0.0,1151.5,3.0,4,9,7,0
338,639510,73510.0,4518.02,1,0,0,1,0,0,60,0,23,25768,25768.0,985,8,5,12,1.9166666666666667,0.6666666666666666,0.03822570630239056,1120.3478260869565,1.0,7,7,2,7
339,744675,60757.0,4521.19,0,0,1,2,0,0,34,0,28,43955,43955.0,0,7,6,12,2.3333333333333335,0.5833333333333334,0.0,1569.8214285714287,0.0,9,6,6,7
340,289177,55909.0,4525.28,0,1,1,2,0,0,36,0,13,14775,14775.0,467,4,5,12,1.0833333333333333,0.3333333333333333,0.03160744500846024,1136.5384615384614,3.0,6,5,2,0
341,357149,73510.0,4526.13,1,0,1,1,0,0,19,0,22,33945,33945.0,370,9,4,12,1.8333333333333333,0.75,0.010899985270290175,1542.9545454545455,0.0,5,10,4,3
342,876207,99902.0,4526.95,0,0,1,2,0,0,41,0,28,45301,45301.0,526,11,5,12,2.3333333333333335,0.9166666666666666,0.011611222710315446,1617.892857142857,0.0,5,7,10,6
343,224384,97789.0,4528.74,0,0,1,2,0,0,56,0,25,21220,21220.0,590,10,5,12,2.0833333333333335,0.8333333333333334,0.027803958529688973,848.8,0.0,2,7,11,5
344,650445,79568.0,4529.06,0,0,1,2,0,0,16,0,41,51134,51134.0,853,12,6,12,3.4166666666666665,1.0,0.016681659952282237,1247.1707317073171,0.0,7,10,15,9
345,399982,73510.0,4529.98,1,0,0,1,0,0,54,0,19,26822,26822.0,0,5,5,12,1.5833333333333333,0.4166666666666667,0.0,1411.6842105263158,0.0,3,7,5,4
346,228984,57254.0,4530.53,0,1,1,2,0,0,25,0,15,24734,24734.0,1023,7,3,12,1.25,0.5833333333333334,0.04136007115711167,1648.9333333333334,0.0,5,4,0,6
347,221388,73510.0,4531.37,1,1,1,1,0,0,53,0,15,22236,22236.0,441,8,3,12,1.25,0.6666666666666666,0.019832703723691312,1482.4,0.0,2,7,3,3
348,710053,49253.0,4531.37,0,0,1,2,0,0,18,0,22,25979,25979.0,0,6,5,12,1.8333333333333333,0.5,0.0,1180.8636363636363,0.0,6,2,10,4
349,591576,73510.0,4531.68,1,0,0,1,0,0,61,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
